student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
156692,19,Male,Computer Science,4.8773546360106375,2.2,3.3,Yes,87.6,6.2,Good,4,Bachelor,Low,8.6,Yes,3.88,5,4.1,No,5,12.0,Dorm,No,Low,10,8,7,Reading,4.8,92
128633,22,Male,Biology,3.6,4.3,0.9,No,80.0,8.1,Good,6,Master,Low,7.5,No,3.97,4,3.2,No,1,9.7,Library,Yes,Medium,9,2,10,Reading,7.3,100
123103,27,Female,Engineering,6.7,3.6,1.2,No,71.7,7.6,Good,6,Master,Medium,6.2,No,4.0,1,4.1,No,1,12.0,Cafe,No,Medium,2,8,7,Reading,8.0,100
116722,19,Other,Engineering,4.2,2.5,3.6,Yes,61.6,8.8,Good,3,Bachelor,High,7.5,Yes,4.0,6,1.0,No,5,11.6,Library,Yes,High,1,4,10,Visual,8.6,100
155410,26,Male,Computer Science,5.498281613968641,4.6,0.8,No,41.8,9.7,Good,5,High School,High,7.9,Yes,4.0,3,3.9,No,2,11.5,Dorm,Yes,Low,5,9,6,Kinesthetic,6.3,100
118846,16,Other,Psychology,4.4,2.9,2.0,No,67.2,8.6,Good,7,PhD,Low,8.6,No,4.0,5,3.7,No,0,9.5,Cafe,No,High,2,3,10,Auditory,1.6,93
146382,20,Male,Biology,3.9,0.2,3.9,Yes,84.3,8.5,Poor,1,Bachelor,High,5.0,Yes,4.0,3,4.7,No,2,8.1,Library,No,Low,5,10,5,Kinesthetic,8.9,100
119786,28,Male,Biology,1.8,1.3,2.7,No,81.9,9.4,Good,4,Bachelor,Medium,8.1,Yes,3.78,1,5.9,No,4,6.6,Library,Yes,High,2,9,6,Kinesthetic,5.2,90
123494,21,Male,Computer Science,4.362784065019709,0.7,1.5,Yes,82.2,8.5,Poor,7,Some College,Medium,5.4,No,4.0,2,3.4,No,0,7.1,Quiet Room,Yes,High,8,1,10,Visual,2.2,100
176104,24,Female,Arts,3.7,1.7,2.9,No,72.1,6.3,Good,2,PhD,Medium,6.2,Yes,4.0,8,1.0,No,0,10.3,Library,No,Low,10,8,7,Reading,6.9,100
171972,25,Other,Computer Science,4.267383545375052,0.6,3.8,No,42.6,7.5,Good,4,Master,Medium,4.8,Yes,4.0,7,7.1,No,5,9.4,Cafe,Yes,High,5,2,10,Reading,9.7,100
156442,26,Female,Psychology,3.6,1.2,3.1,Yes,82.3,7.9,Fair,6,Bachelor,High,9.5,No,2.64,2,6.1,No,0,8.7,Dorm,No,Low,8,3,10,Reading,8.8,65
122017,17,Other,Business,2.5,3.5,0.7,No,53.5,4.8,Good,0,High School,Medium,3.4000000000000004,Yes,3.99,6,7.2,No,1,7.6,Quiet Room,Yes,Medium,4,4,10,Reading,1.6,97
100757,19,Male,Computer Science,9.756425685480616,3.5,4.0,Yes,73.7,7.2,Fair,4,Bachelor,High,8.8,No,4.0,8,5.2,No,3,17.4,Cafe,No,Low,3,10,5,Auditory,5.7,100
128840,24,Female,Computer Science,3.1700331600410543,3.3,2.7,Yes,56.1,8.8,Poor,7,Some College,Low,9.0,No,4.0,4,6.5,No,1,9.5,Library,No,Medium,1,9,6,Kinesthetic,8.7,96
116026,17,Female,Computer Science,4.259314589397857,1.6,2.1,No,74.3,4.3,Fair,6,PhD,High,2.8,No,3.87,8,3.8,No,2,8.2,Dorm,No,Low,2,2,10,Kinesthetic,7.2,98
166425,21,Female,Computer Science,5.71237386598022,3.9,3.9,Yes,74.0,5.9,Good,5,High School,High,6.1,Yes,4.0,1,3.2,No,0,15.4,Dorm,Yes,Low,4,4,10,Reading,7.1,100
168563,27,Female,Psychology,1.1,0.8,3.1,No,51.5,5.6,Good,5,Master,Medium,7.0,Yes,3.83,2,2.7,No,3,5.4,Dorm,Yes,Low,3,1,10,Visual,7.5,97
102197,21,Other,Computer Science,5.586137738773557,1.0,1.4,Yes,52.5,4.0,Good,0,PhD,Low,7.3,No,2.37,4,3.1,No,3,8.5,Dorm,No,High,4,2,10,Kinesthetic,1.3,62
122007,16,Male,Engineering,7.1,2.0,3.6,Yes,71.8,7.1,Good,0,PhD,Medium,8.9,Yes,4.0,5,4.6,No,2,14.0,Quiet Room,Yes,High,2,9,6,Kinesthetic,6.4,87
129558,24,Male,Biology,2.0,0.5,3.6,No,77.4,7.2,Good,3,Master,Medium,5.3,Yes,2.92,8,7.2,No,5,7.8,Library,Yes,Low,8,8,7,Visual,6.4,68
137519,27,Other,Business,3.9,1.6,0.7,Yes,52.8,6.4,Good,1,Bachelor,High,9.8,No,3.87,6,4.0,No,4,7.1,Co-Learning Group,Yes,Low,1,6,9,Auditory,9.9,98
124958,20,Female,Psychology,3.1,1.4,0.3,Yes,86.3,5.3,Good,2,Bachelor,Low,4.1,Yes,3.71,4,4.6,No,3,6.3,Cafe,Yes,Low,4,10,5,Reading,1.7,95
110180,24,Other,Engineering,3.2,3.0,2.6,Yes,54.4,6.3,Poor,5,Some College,Medium,8.3,No,4.0,1,7.3,No,3,10.1,Library,No,Medium,2,2,10,Reading,8.2,100
113174,24,Female,Biology,2.4,4.0,2.3,No,74.0,4.0,Good,3,High School,High,8.5,Yes,4.0,3,3.6,No,0,10.6,Co-Learning Group,Yes,Low,1,8,7,Auditory,6.3,100
148295,23,Other,Business,3.8,0.8,2.4,Yes,46.5,8.9,Fair,1,Bachelor,Medium,5.1,No,2.93,6,3.0,No,3,8.4,Cafe,No,Medium,4,1,10,Auditory,6.0,80
149653,25,Female,Biology,2.5,4.2,3.5,Yes,95.0,7.5,Good,7,Master,High,6.5,Yes,3.71,7,6.3,No,2,11.9,Quiet Room,No,High,2,3,10,Visual,7.8,100
164253,28,Female,Computer Science,5.533657132668726,3.3,3.0,No,76.8,7.8,Fair,0,High School,Medium,9.1,Yes,3.14,7,7.8,No,4,12.6,Quiet Room,No,Low,1,9,6,Auditory,7.9,76
109083,21,Female,Computer Science,1.0793129933354026,1.7,2.3,No,67.9,9.4,Poor,1,Master,Medium,7.2,No,2.99,7,4.6,No,0,5.1,Cafe,No,High,6,7,8,Kinesthetic,3.5,64
102753,22,Male,Biology,5.1,1.4,2.8,Yes,97.0,7.1,Fair,4,Bachelor,High,7.6,Yes,4.0,6,2.4,No,3,10.5,Cafe,Yes,Low,10,10,5,Kinesthetic,2.4,98
109485,28,Female,Business,2.1,1.3,2.5,Yes,53.6,6.1,Fair,6,Master,Medium,8.5,Yes,2.73,1,4.6,No,4,6.3,Quiet Room,Yes,Medium,7,1,10,Reading,9.8,64
103600,21,Male,Biology,7.1,0.3,3.3,Yes,43.0,8.6,Fair,2,High School,Low,4.8,Yes,4.0,7,3.4,No,5,12.7,Library,No,High,4,7,8,Reading,6.4,100
118174,28,Female,Arts,8.8,4.7,2.2,No,99.8,7.0,Fair,1,Some College,Medium,8.7,Yes,3.41,1,4.0,No,5,17.3,Library,No,High,1,3,10,Auditory,4.8,86
171153,25,Male,Business,3.0,2.6,3.8,Yes,47.5,5.5,Fair,3,Master,Medium,5.7,Yes,2.93,1,7.9,No,2,10.1,Quiet Room,Yes,Medium,2,4,10,Visual,3.6,70
162806,22,Other,Arts,4.1,3.6,0.4,No,62.0,9.5,Fair,1,Some College,High,4.6,Yes,3.66,5,1.2,No,0,8.2,Cafe,Yes,High,1,3,10,Auditory,1.6,88
169109,24,Other,Computer Science,5.431363397316561,2.5,1.6,No,62.5,5.1,Fair,0,High School,Medium,9.6,No,4.0,5,4.7,No,3,10.2,Co-Learning Group,No,Low,3,3,10,Auditory,6.3,100
170179,16,Other,Arts,5.1,2.0,3.4,Yes,97.3,7.9,Good,3,Bachelor,Low,8.0,Yes,3.02,7,5.4,No,3,11.6,Library,No,Medium,6,1,10,Visual,7.4,67
164005,24,Male,Business,3.4,2.2,1.7,Yes,66.8,9.4,Fair,2,Master,Medium,4.1,No,3.31,4,6.0,No,0,8.4,Dorm,No,High,7,5,10,Kinesthetic,3.8,93
114295,19,Male,Computer Science,4.65561908718953,1.8,3.5,Yes,98.7,7.6,Fair,0,Master,Medium,8.7,No,2.33,6,8.2,Yes,3,10.8,Dorm,Yes,Low,3,3,10,Kinesthetic,1.5,60
174898,21,Female,Biology,3.1,0.4,3.5,No,55.9,8.9,Fair,7,High School,Low,8.8,No,4.0,8,3.4,No,2,8.4,Co-Learning Group,No,Low,2,7,8,Reading,9.0,98
164032,28,Female,Business,1.7,0.4,0.4,No,74.5,8.2,Good,0,Some College,Low,7.8,No,4.0,3,4.2,No,0,3.4,Library,Yes,Medium,10,7,8,Visual,9.6,100
161548,16,Female,Arts,1.3,2.6,3.1,No,78.1,9.8,Fair,3,High School,Low,7.7,Yes,3.85,4,3.9,No,5,8.0,Library,No,Low,8,10,5,Visual,5.4,100
149315,23,Other,Business,6.5,2.3,2.5,No,50.1,6.2,Good,1,PhD,Medium,5.4,No,4.0,8,5.4,No,5,11.5,Quiet Room,No,Medium,7,10,5,Visual,7.9,92
164503,26,Male,Arts,5.3,3.1,2.4,Yes,62.5,5.2,Poor,5,High School,Low,8.5,Yes,4.0,4,4.8,No,0,11.1,Quiet Room,No,High,9,5,10,Reading,7.6,94
136084,28,Other,Arts,4.2,0.7,0.1,Yes,82.6,8.4,Good,7,PhD,High,2.4,No,4.0,7,3.9,No,5,5.5,Library,No,Low,6,4,10,Visual,6.4,100
151162,22,Female,Computer Science,4.032736128407619,2.0,0.8,Yes,47.6,5.9,Good,3,Some College,Low,9.6,No,4.0,3,6.0,No,0,8.8,Quiet Room,No,Medium,2,8,7,Auditory,7.8,100
176303,26,Female,Arts,3.1,0.0,0.6,No,53.8,7.2,Good,4,Some College,High,10.0,Yes,3.43,1,5.7,No,4,5.3,Cafe,Yes,High,1,10,5,Auditory,5.3,83
103795,25,Male,Computer Science,5.281181338819944,0.1,1.0,Yes,58.4,4.0,Poor,4,Bachelor,Low,10.0,Yes,4.0,4,6.5,No,5,7.8,Dorm,Yes,Low,9,1,10,Reading,5.5,95
159078,22,Female,Psychology,5.4,3.3,3.9,No,44.9,8.9,Good,7,Some College,Low,6.3,Yes,3.62,5,1.0,No,1,14.4,Cafe,No,Low,2,10,5,Auditory,4.5,93
170344,22,Male,Psychology,2.3,0.6,2.4,Yes,60.9,4.0,Good,1,Bachelor,Low,8.4,No,3.58,7,5.8,No,1,7.0,Quiet Room,Yes,High,8,10,5,Kinesthetic,7.0,93
128770,19,Other,Engineering,6.8,4.8,1.6,No,61.1,6.6,Fair,7,Master,Low,6.1,Yes,4.0,8,5.1,No,2,14.6,Quiet Room,No,Low,10,5,10,Visual,9.7,98
172430,18,Other,Computer Science,4.05540809285694,3.3,0.3,Yes,72.4,8.1,Good,1,Some College,Low,6.0,Yes,4.0,3,5.6,No,4,9.6,Library,Yes,Low,10,4,10,Reading,6.4,100
142829,19,Female,Business,4.3,3.4,0.8,Yes,74.6,7.1,Good,4,High School,Low,5.1,Yes,3.53,2,6.5,No,2,10.1,Quiet Room,Yes,Low,2,3,10,Auditory,8.9,90
129192,17,Other,Engineering,3.6,2.5,1.9,Yes,58.8,6.8,Good,6,Bachelor,High,5.2,No,3.03,5,3.6,No,1,8.0,Dorm,Yes,Medium,2,6,9,Kinesthetic,7.9,75
106724,21,Male,Engineering,2.5,2.8,0.4,Yes,76.6,7.5,Poor,1,PhD,High,9.9,No,3.62,8,7.8,No,4,7.2,Cafe,Yes,Low,3,6,9,Reading,2.8,79
121790,18,Other,Engineering,5.1,2.2,1.5,No,99.7,7.8,Good,7,PhD,High,7.4,No,4.0,1,2.1,No,1,9.2,Quiet Room,No,High,10,8,7,Visual,9.6,100
165479,22,Male,Engineering,4.9,2.9,2.6,Yes,77.6,4.9,Poor,7,High School,Low,6.8,Yes,4.0,5,6.2,No,5,11.9,Co-Learning Group,No,High,7,2,10,Visual,2.0,98
110200,24,Male,Psychology,7.0,0.9,2.8,No,42.0,7.8,Fair,7,Master,Medium,6.7,Yes,3.94,7,4.4,No,5,11.9,Dorm,Yes,High,9,6,9,Visual,9.7,96
142447,28,Female,Psychology,3.2,1.3,1.7,No,45.3,6.9,Fair,7,PhD,Medium,3.2,Yes,3.09,4,5.8,No,5,7.9,Cafe,Yes,Medium,6,3,10,Auditory,4.3,81
171881,17,Female,Psychology,7.1,1.8,3.6,Yes,70.9,8.2,Poor,3,High School,High,6.3,No,4.0,7,4.2,No,3,13.4,Co-Learning Group,Yes,High,7,8,7,Kinesthetic,6.6,98
124437,22,Male,Psychology,3.8,4.2,1.5,No,84.9,8.3,Good,5,High School,Medium,8.5,Yes,4.0,6,5.3,No,3,11.1,Co-Learning Group,No,Low,7,8,7,Auditory,5.0,100
120063,22,Other,Psychology,6.0,3.8,0.7,Yes,90.8,4.3,Good,4,Bachelor,Medium,9.3,No,4.0,1,4.4,No,1,12.5,Library,No,Low,3,3,10,Visual,4.1,97
127262,26,Female,Biology,2.1,3.2,3.3,No,72.5,4.0,Fair,6,Some College,Low,7.300000000000001,No,4.0,4,8.6,No,4,8.8,Co-Learning Group,Yes,High,8,6,9,Kinesthetic,5.5,97
104240,24,Male,Biology,6.4,4.3,2.1,No,96.5,6.3,Poor,4,PhD,Low,9.9,Yes,4.0,8,3.7,No,3,14.3,Co-Learning Group,Yes,Low,1,7,8,Reading,9.2,96
173400,27,Female,Psychology,4.5,3.2,0.9,Yes,72.1,5.9,Good,2,Some College,Medium,5.7,Yes,3.61,7,5.8,No,2,10.6,Cafe,Yes,Low,2,9,6,Reading,5.8,96
133029,21,Female,Business,2.3,1.1,1.3,No,89.5,6.6,Good,5,PhD,High,8.3,Yes,2.99,6,2.3,No,0,5.4,Library,No,Medium,3,3,10,Kinesthetic,1.5,77
120423,23,Male,Business,6.9,3.7,1.4,Yes,44.7,7.3,Fair,3,Some College,Low,6.7,Yes,3.73,8,4.7,No,2,13.8,Cafe,Yes,Medium,3,10,5,Visual,7.9,88
126106,22,Male,Computer Science,7.3264096866217425,4.5,0.8,Yes,49.4,5.2,Good,5,High School,Low,6.5,No,4.0,4,3.0,No,2,14.0,Dorm,Yes,Low,5,1,10,Reading,5.0,100
152145,26,Male,Psychology,3.3,4.1,3.6,No,98.5,9.0,Good,7,Bachelor,Medium,7.2,Yes,3.6,1,4.4,No,3,12.1,Library,Yes,Low,3,8,7,Reading,3.1,94
144220,24,Other,Arts,1.4,1.7,2.9,Yes,41.9,5.1,Good,3,High School,High,6.6,No,4.0,4,5.5,No,1,6.7,Cafe,Yes,High,10,2,10,Reading,4.1,100
110691,28,Male,Psychology,5.5,2.3,1.7,Yes,91.8,9.6,Poor,2,Master,Medium,5.8,Yes,4.0,8,5.7,No,5,10.5,Quiet Room,No,Medium,6,4,10,Visual,5.5,100
169941,22,Female,Engineering,3.1,3.2,1.1,Yes,83.0,6.2,Good,0,High School,High,8.9,Yes,4.0,8,4.2,No,5,8.8,Dorm,Yes,Medium,10,3,10,Auditory,3.0,100
158918,23,Other,Biology,4.0,2.7,3.9,No,51.0,5.6,Good,0,Bachelor,Low,9.0,Yes,3.22,5,6.1,No,2,11.2,Library,No,Low,2,8,7,Visual,9.1,80
160925,16,Female,Computer Science,3.298570789049314,4.7,1.1,Yes,45.6,6.8,Poor,4,Some College,High,5.6,No,3.69,5,3.9,No,0,10.6,Library,Yes,Low,5,4,10,Visual,3.8,92
120654,21,Female,Business,4.1,0.3,0.6,Yes,65.1,5.9,Poor,2,Some College,High,3.8,Yes,3.13,1,2.7,No,1,6.7,Dorm,No,High,9,3,10,Reading,8.3,85
152949,18,Male,Computer Science,6.000083502864576,3.0,3.6,Yes,57.7,5.2,Poor,1,High School,Medium,6.7,No,3.09,8,7.5,No,2,12.8,Library,Yes,Low,8,1,10,Reading,3.2,73
153574,23,Male,Arts,3.0,3.6,1.9,No,46.1,10.4,Fair,4,PhD,High,9.4,Yes,3.53,6,2.8,No,3,10.1,Dorm,No,Medium,10,9,6,Auditory,2.9,88
108468,23,Male,Computer Science,5.066873392049254,2.0,1.2,Yes,83.2,6.6,Poor,0,Master,Medium,2.4,No,4.0,8,1.4,No,1,8.4,Cafe,Yes,Medium,1,9,6,Kinesthetic,9.2,99
135118,25,Other,Psychology,3.1,4.4,0.2,Yes,41.1,9.2,Good,0,Master,Medium,6.2,Yes,4.0,4,6.4,No,5,8.8,Dorm,Yes,High,3,3,10,Visual,4.3,99
155914,20,Male,Biology,2.8,2.1,2.5,Yes,81.5,7.7,Good,0,PhD,High,10.0,No,2.44,4,4.2,No,3,8.2,Dorm,No,High,4,4,10,Auditory,3.9,63
155380,17,Male,Arts,0.4,0.1,1.7,Yes,67.4,6.7,Good,7,Bachelor,Low,8.2,No,3.5,3,5.7,No,4,3.2,Quiet Room,Yes,Low,10,1,10,Auditory,4.7,84
130097,26,Female,Business,7.4,4.5,1.0,No,97.5,6.4,Fair,7,Master,Medium,7.6,No,3.91,8,5.5,No,5,14.1,Quiet Room,Yes,Low,4,6,9,Reading,5.3,100
101838,16,Male,Psychology,4.6,3.9,0.7,No,91.0,7.1,Fair,0,High School,High,7.8,Yes,4.0,7,6.6,No,1,10.9,Co-Learning Group,Yes,Medium,8,4,10,Auditory,9.0,94
101703,26,Female,Arts,4.2,1.9,2.6,No,54.9,8.7,Good,7,Master,Low,7.8,No,4.0,5,6.6,No,2,10.0,Dorm,No,Low,2,7,8,Auditory,5.5,100
104756,25,Female,Engineering,4.1,4.3,1.0,Yes,97.9,5.6,Poor,2,High School,Medium,5.0,Yes,3.05,1,5.2,No,4,10.4,Dorm,Yes,Medium,10,6,9,Visual,7.7,71
149147,28,Female,Computer Science,11.15011912883749,3.4,2.3,Yes,69.7,8.6,Good,1,Some College,High,6.1,Yes,4.0,5,5.3,No,5,18.2,Cafe,No,High,2,8,7,Auditory,1.4,95
115095,25,Male,Engineering,4.0,0.1,1.3,No,46.0,4.0,Good,4,Bachelor,High,5.4,No,4.0,8,4.3,No,1,7.0,Library,No,High,4,10,5,Kinesthetic,3.9,94
162742,28,Female,Computer Science,6.55123663494703,0.8,0.2,Yes,41.7,8.5,Fair,7,Some College,Medium,5.4,No,4.0,6,7.4,No,0,9.4,Dorm,No,Medium,3,2,10,Auditory,6.2,100
128937,22,Male,Business,3.6,2.9,0.3,No,65.6,8.6,Poor,2,Master,High,10.0,No,3.12,2,4.9,No,2,8.7,Dorm,Yes,Low,3,1,10,Kinesthetic,1.0,69
171122,22,Female,Arts,2.9,1.2,1.3,No,82.2,10.0,Good,4,Some College,High,7.2,Yes,3.35,2,6.1,No,0,6.7,Quiet Room,Yes,Low,6,8,7,Reading,3.2,82
112357,18,Male,Psychology,0.0,2.9,1.2,Yes,95.1,6.0,Poor,5,Master,Low,3.8,Yes,2.99,4,7.9,No,5,5.9,Dorm,Yes,Low,5,2,10,Reading,2.2,79
111591,27,Female,Computer Science,3.0381766364042555,2.6,2.9,No,59.6,7.1,Fair,4,Some College,High,8.9,No,2.6,8,5.6,No,4,8.7,Library,No,High,8,3,10,Kinesthetic,6.4,61
131742,26,Male,Psychology,7.7,4.6,3.6,Yes,75.2,6.7,Poor,7,Some College,High,6.7,No,4.0,1,7.3,No,4,16.0,Cafe,No,Low,9,8,7,Reading,3.4,98
145588,24,Other,Arts,8.0,1.6,0.0,Yes,97.0,4.4,Good,2,High School,Low,8.3,Yes,4.0,7,2.2,No,2,10.0,Quiet Room,Yes,High,8,7,8,Reading,6.3,96
136473,17,Male,Business,3.0,1.7,2.8,No,68.0,7.8,Fair,4,PhD,Medium,6.4,Yes,3.46,8,4.4,No,4,7.7,Dorm,No,High,5,4,10,Visual,9.0,90
157579,17,Other,Computer Science,5.015469794894499,2.8,3.3,Yes,49.2,10.2,Fair,0,Master,Low,6.2,No,3.72,7,2.0,No,5,12.0,Library,No,High,2,4,10,Visual,8.7,93
166844,18,Other,Psychology,5.2,4.4,2.2,Yes,51.3,7.7,Good,3,Bachelor,Low,8.5,Yes,2.74,5,5.3,No,2,13.3,Cafe,No,High,3,2,10,Reading,7.4,64
159107,17,Male,Computer Science,8.801187349588433,0.8,1.7,Yes,49.0,6.2,Poor,1,High School,Low,5.8,Yes,4.0,3,3.5,No,1,11.7,Library,No,Medium,8,4,10,Auditory,7.4,94
134225,18,Female,Arts,5.0,4.6,2.0,Yes,71.3,9.4,Good,4,Some College,Medium,8.4,No,3.42,8,6.9,No,3,12.2,Quiet Room,Yes,Medium,5,2,10,Visual,4.3,82
118605,28,Female,Biology,5.2,0.5,2.7,Yes,44.3,4.2,Good,4,Bachelor,High,2.8,No,4.0,4,4.8,No,5,8.4,Cafe,Yes,Low,5,5,10,Kinesthetic,5.2,95
131464,25,Male,Engineering,3.8,0.4,1.7,Yes,63.6,6.8,Good,7,High School,Medium,5.4,Yes,4.0,6,7.1,No,2,6.1,Cafe,No,Medium,3,3,10,Kinesthetic,1.6,100
138973,19,Other,Computer Science,6.07535346846695,2.4,0.2,Yes,56.5,7.3,Poor,7,High School,Medium,9.5,Yes,4.0,5,5.9,No,5,10.0,Co-Learning Group,No,Medium,4,1,10,Visual,1.4,99
120745,23,Other,Computer Science,6.386072463774698,0.9,0.7,Yes,77.3,7.2,Good,5,High School,High,7.7,Yes,3.7,4,4.3,No,3,8.2,Library,No,High,8,10,5,Auditory,6.8,93
173892,28,Female,Business,5.5,4.4,2.3,Yes,74.4,5.0,Good,6,Some College,Low,7.1,Yes,4.0,8,5.4,No,5,12.7,Co-Learning Group,Yes,High,10,3,10,Visual,9.3,96
110376,24,Female,Arts,5.9,0.4,2.1,Yes,45.2,7.3,Good,0,PhD,High,10.0,No,4.0,5,3.5,No,1,9.0,Dorm,No,Low,5,5,10,Reading,3.3,100
156326,25,Male,Biology,3.2,2.2,0.7,No,95.2,7.0,Poor,0,Master,Low,9.0,No,2.47,7,5.2,No,0,6.3,Dorm,Yes,Low,1,1,10,Reading,6.2,55
138943,23,Other,Psychology,1.6,4.2,0.8,No,99.5,9.9,Poor,3,Some College,Medium,10.0,No,4.0,4,6.5,No,3,8.0,Co-Learning Group,No,Medium,2,10,5,Reading,2.4,93
157808,21,Male,Arts,5.1,4.9,3.3,No,52.7,7.3,Fair,3,Bachelor,Medium,6.8,No,3.65,5,4.1,No,1,13.6,Co-Learning Group,Yes,Low,7,1,10,Visual,4.3,90
115971,28,Other,Engineering,3.9,3.8,2.4,No,77.3,7.1,Good,4,Some College,Medium,6.7,Yes,3.74,1,6.9,No,3,11.7,Library,No,Low,6,4,10,Reading,4.8,93
165282,23,Male,Arts,6.3,2.6,1.9,Yes,42.7,7.3,Good,2,Some College,High,5.8,Yes,4.0,5,4.1,No,3,11.0,Co-Learning Group,Yes,Medium,10,2,10,Reading,9.4,100
102097,20,Other,Biology,5.8,4.2,0.9,Yes,51.1,4.8,Poor,5,Bachelor,Medium,10.0,Yes,3.97,8,6.1,No,2,12.7,Dorm,Yes,Medium,3,5,10,Visual,1.0,100
156637,25,Other,Business,2.9,1.2,3.6,Yes,88.2,8.4,Poor,1,Master,High,9.4,Yes,3.31,6,4.4,No,5,9.5,Dorm,No,Medium,2,8,7,Auditory,3.9,78
118860,19,Other,Biology,3.1,2.8,3.6,No,50.7,7.5,Good,4,Bachelor,Medium,5.9,No,3.17,6,7.1,No,2,10.4,Quiet Room,Yes,Medium,4,5,10,Visual,8.6,82
151987,21,Female,Psychology,6.4,1.2,2.9,No,50.7,8.2,Good,7,Master,Medium,7.4,Yes,3.3,4,5.8,No,1,12.4,Cafe,Yes,Medium,5,6,9,Reading,4.3,75
169469,25,Other,Biology,3.9,2.8,3.9,Yes,69.3,10.4,Fair,2,PhD,Low,7.1,No,4.0,7,5.1,No,4,11.7,Library,No,High,5,6,9,Kinesthetic,5.6,100
144524,19,Female,Engineering,4.5,2.8,2.5,No,81.8,10.1,Good,4,Bachelor,Medium,4.9,No,4.0,5,5.7,No,5,10.3,Dorm,No,High,7,3,10,Reading,2.0,100
124805,21,Female,Business,3.5,1.9,3.7,Yes,64.8,5.0,Good,6,Some College,Medium,7.6,No,4.0,1,8.7,No,0,10.5,Quiet Room,No,Low,2,10,5,Kinesthetic,7.3,99
101088,28,Female,Engineering,4.3,2.8,2.7,No,78.6,7.4,Fair,7,PhD,Low,8.5,No,3.31,4,2.1,No,2,10.8,Library,No,High,10,2,10,Visual,4.4,78
150568,19,Female,Computer Science,5.243716423050074,1.0,1.1,Yes,97.0,7.2,Fair,3,Some College,Medium,5.4,Yes,3.79,4,4.2,No,4,8.5,Dorm,No,Low,3,3,10,Reading,7.0,97
157258,21,Other,Psychology,4.3,2.0,2.3,No,66.1,5.4,Fair,1,PhD,Medium,7.9,No,3.84,6,1.9,No,3,8.7,Library,No,Medium,9,3,10,Auditory,3.3,90
106894,18,Other,Psychology,6.9,2.0,2.8,Yes,91.9,7.6,Good,3,Some College,High,5.5,No,3.74,1,3.7,No,0,11.8,Dorm,No,Low,1,4,10,Kinesthetic,2.4,100
158249,27,Male,Biology,3.5,0.9,0.3,Yes,55.0,5.3,Good,0,PhD,High,6.1,No,2.54,3,6.7,No,0,5.7,Cafe,Yes,High,1,4,10,Auditory,7.6,55
170509,21,Other,Computer Science,4.829757507428806,1.2,3.6,No,86.2,6.5,Good,3,High School,Low,7.0,Yes,2.62,1,3.4,No,1,10.7,Dorm,No,High,6,3,10,Kinesthetic,4.0,63
164784,24,Other,Arts,2.3,3.3,1.0,Yes,82.2,7.6,Good,1,Some College,Medium,5.5,Yes,4.0,1,1.8,No,5,6.8,Quiet Room,No,Medium,6,7,8,Kinesthetic,7.6,95
147939,24,Other,Biology,0.0,2.1,0.3,Yes,86.4,5.2,Good,1,High School,Medium,8.3,No,2.58,3,4.2,No,4,3.3,Library,No,High,1,4,10,Visual,3.4,60
152916,17,Other,Arts,1.4,0.8,3.1,Yes,44.3,8.6,Good,3,Master,Low,8.8,Yes,4.0,6,2.1,No,5,6.0,Library,Yes,Medium,3,2,10,Kinesthetic,1.2,99
129283,19,Female,Biology,4.2,2.4,0.4,No,86.2,7.3,Good,4,Bachelor,High,2.5,Yes,4.0,5,3.8,No,4,8.1,Co-Learning Group,Yes,Low,1,7,8,Kinesthetic,2.8,100
152903,21,Other,Arts,2.6,2.6,0.9,No,74.9,6.2,Good,6,High School,Medium,7.7,No,2.44,1,4.6,No,0,8.0,Cafe,No,Low,5,2,10,Reading,9.6,58
121034,16,Other,Computer Science,6.232478556154074,2.7,0.9,No,95.7,7.4,Good,4,Bachelor,Medium,6.5,No,3.97,1,6.3,No,0,11.3,Library,No,High,4,2,10,Reading,9.2,99
117522,24,Female,Business,4.4,0.5,1.1,Yes,87.5,6.8,Good,7,Bachelor,High,7.2,No,4.0,1,2.3,No,5,6.4,Cafe,No,Low,1,5,10,Visual,1.6,99
141550,18,Female,Computer Science,2.869044988929908,4.8,1.1,No,55.6,7.3,Fair,0,High School,Medium,8.6,Yes,3.65,4,1.0,No,5,10.2,Dorm,No,Medium,3,10,5,Reading,8.7,89
156890,20,Female,Biology,3.6,4.2,2.4,Yes,92.3,4.9,Good,5,Master,High,10.0,No,4.0,2,5.6,No,5,12.0,Co-Learning Group,No,High,4,4,10,Reading,6.0,96
116080,21,Female,Engineering,2.9,4.3,0.5,No,64.9,9.2,Fair,1,High School,Low,10.0,Yes,3.6,7,6.2,No,2,7.9,Cafe,Yes,Medium,10,6,9,Visual,9.2,88
138942,23,Other,Psychology,5.0,0.6,1.8,Yes,93.0,6.8,Good,7,High School,Medium,7.0,No,4.0,3,4.2,No,2,9.0,Dorm,Yes,Low,4,8,7,Visual,4.1,97
